Song,Avg Rank,Best Rank,Weeks on Chart
Body And Soul,87.0,87,1
Body In Motion,79.0,79,1
Body Language,85.0909090909091,45,22
Body Like A Back Road,19.341463414634145,6,41
Body Party,40.2,22,20
Body Say,84.0,84,1
Bodyguard,48.0,26,2
Bohemian Rhapsody,54.2,33,5
Bom Bidi Bom,54.0,54,1
Bon Appetit,80.16666666666667,59,6
Bon; Bon,86.6,61,5
Bones,73.85,47,20
Bonfire,95.0,95,1
Bongos,57.63636363636363,14,11
Boo'd Up,24.65714285714286,5,35
Booker T,78.0,78,1
Boom,85.0,76,5
Boom Clap,22.04,8,25
Boom!,88.0,88,1
BoomTrap Protocol,97.0,97,1
Boons,74.0,74,1
Boots,79.0,79,1
Booty,76.71428571428571,18,14
Booty Wurk (One Cheek At A Time),75.0,44,7
Borderline / Open Your Heart,78.0,78,1
Bored To Death,88.5,85,2
Born This Way,19.523809523809526,1,21
Born To Be Somebody,74.0,74,1
Born To Be Yours,84.0,74,2
Born To Fly,75.0,75,1
Born With A Beer In My Hand,64.33333333333333,32,3
Boss,88.0,77,2
Boss Bitch,100.0,100,1
Botella Tras Botella,81.25,60,4
Both,48.22727272727273,41,22
Both Of Us,65.3157894736842,18,19
Bottom,62.0,62,1
Bottom Of The Bottle,97.0,97,1
Bottoms Up,28.607843137254903,6,51
Bought A Bad Bitch,100.0,100,1
Bounce Back,26.357142857142858,6,28
Bounce It,83.57894736842105,74,19
Bound 2,67.83333333333333,12,6
Bout A Million,54.0,54,1
Bout My Business,90.0,90,1
Bow Chicka Wow Wow,52.9375,30,16
Box Of Churches,81.0,81,1
Boy,94.0,94,1
Boy With Luv,55.25,8,8
Boy's A Liar; Pt. 2,14.772727272727273,3,22
Boyfriend,41.74647887323944,2,71
Boyfriends,59.0,30,2
Boys 'round Here,29.571428571428573,12,21
Boys Of Faith,54.0,26,2
Boyz Don't Cry,57.4,25,5
Boyz-N-The Hood,57.5,50,2
Brackets,30.0,30,1
Brainwashed,89.0,89,1
Brambleton,100.0,100,1
Brand New,85.6,82,5
Brand New Dance,57.5,25,2
Brand New Draco,57.0,57,1
Brave,45.333333333333336,23,42
Brazzier,59.0,59,1
Bread & Butter,67.25,48,4
Break,85.6,73,5
Break Da Law,70.0,70,1
Break Free,17.818181818181817,4,22
Break My Bank,77.0909090909091,68,11
Break My Heart,30.058823529411764,13,34
Break My Soul,20.72222222222222,1,18
Break On Me.,71.16666666666667,54,12
Break Or Make Me,62.0,62,1
Break The Rules,95.0,91,3
Break Up In A Small Town,42.8,29,20
Break Up In The End,74.6470588235294,49,17
Break Up With Him,69.0,44,20
Break Up With Your Girlfriend; I'm Bored,19.85,2,20
Break Your Heart,14.551724137931034,1,29
Breakeven,34.325,12,40
Breaking Me,73.07692307692308,53,13
Breaking Up Was Easy In The 90's,62.5,32,20
Breakthrough,88.0,88,1
Breathe,58.666666666666664,42,6
Breathin,32.08,12,25
Breathless,72.0,72,1
Bridge Over Troubled Water,70.66666666666667,64,3
Bright,63.2,40,20
Brighter Than The Sun,65.84,47,25
Bring It Back,83.7,75,10
Bring It On,60.0,60,1
Bring The Hook,62.5,61,2
Broadway Girls,52.75,14,20
Broccoli,22.91891891891892,5,37
Broke Boys,48.25,12,4
Broke In A Minute,77.0,64,2
Broken,46.63636363636363,29,22
Broken Clocks,94.0,82,4
Broken Halos,73.25,45,20
Broken Promises,76.0,76,1
Brokenhearted,34.63636363636363,16,22
Brokey,97.0,93,3
Brother,99.0,98,2
Brother Stone,79.0,61,2
Brown Skin Girl,76.0,76,1
Bruises,91.5,79,8
Brutal,63.166666666666664,12,12
Bubble Butt,77.11111111111111,56,9
Bubbly,75.33333333333333,20,12
Budapest,53.65217391304348,32,23
Budget,87.0,87,1
Bugatti,50.45,33,20
Build A Bitch,71.5,56,12
Bulletproof,40.71739130434783,8,46
Bullets In The Gun,90.07142857142857,83,14
Bully,94.0,94,2
Bumpin' The Night,69.0,69,1
Burglars & Murderers,91.0,91,1
Burgundy,86.0,86,1
Burn,42.13333333333333,13,45
Burn It Down,62.583333333333336,30,48
Burn Out,85.66666666666667,63,9
Burn Slow,83.0,83,1
Burn The House Down,100.0,100,1
Burn; Burn; Burn,97.33333333333333,93,3
Burnin' It Down,32.25,12,20
Burnin' Up,89.66666666666667,86,6
Burning Down,71.66666666666667,69,3
Burning House,59.46153846153846,29,26
Burning Man,69.70588235294117,45,17
Bury A Friend,42.2,14,20
Bury Me In Georgia,56.421052631578945,34,19
Business Is Business,61.0,61,1
Buss It,69.84615384615384,47,13
Bussin,62.0,20,3
Bust Me,51.0,51,1
But Daddy I Love Him,43.0,7,7
But I Got A Beer In My Hand,96.25,91,8
Butter,9.6,1,20
Butterfly Doors,85.0,81,2
Butterfly Effect,67.30434782608695,50,23
Buy Dirt,44.83783783783784,22,37
Buy Me A Boat,57.3,41,20
Buy My Own Drinks,91.6,88,5
Buzzin',73.63636363636364,61,11
Buzzkill,86.5,74,2
By My Lonely,86.0,86,1
By Your Side,78.47368421052632,58,19
Bye,59.916666666666664,25,12
Bye Bye,53.0,53,1
Bye Bye Bye,45.0,45,1
Bzrp Music Sessions; Vol. 52,92.1,79,10
Bzrp Music Sessions; Vol. 53,51.4,9,15
Bzrp Music Sessions; Vol. 55,64.8,31,10
C'mon,56.4375,27,16
CAN'T STOP,63.0,63,1
CC,96.0,96,1
CHAMPION,85.0,85,1
CHopstix,85.0,85,1
CRZY,90.2,85,5
Ca$h $hit,60.0,60,1
Cairo,82.0,82,1
Cake,82.83333333333333,73,6
Cake By The Ocean,34.43478260869565,9,46
California Breeze,76.5,4,14
California Gurls,12.0,1,27
California King Bed,59.714285714285715,37,14
California Sober,74.33333333333333,34,3
Call Casting,62.0,62,1
Call It What You Want,50.0,27,2
Call Me Everyday,76.0,76,1
Call Me Maybe,17.78,1,50
Call On Me,80.94444444444444,65,18
Call Out My Name,52.44444444444444,4,18
Call The Coroner,100.0,100,1
Call You Mine,70.28571428571429,56,14
Call Your Friends,67.44444444444444,18,9
Callaita,68.45,52,20
Called Out In The Dark,78.0,78,1
Calling,65.66666666666667,41,6
Calling All The Monsters,93.0,86,2
Calling For You,57.25,5,4
Calling My Name,20.0,20,1
Calling My Phone,20.818181818181817,3,22
Calling My Spirit,69.05882352941177,46,17
Calm Down,34.41379310344828,3,58
Calma,85.55,71,20
Came And Saw,66.0,66,1
Came Here To Forget,57.10526315789474,36,19
Came To The Party,99.0,99,1
Camelot,60.25,37,20
Camouflage,93.11111111111111,87,9
Can I,50.0,50,1
Can I Get It,50.0,26,2
Can't Be Broken,54.0,17,2
Can't Be Friends,55.65,43,20
Can't Be Tamed,34.2,8,10
Can't Catch Me Now,74.5,56,12
Can't Die,71.0,50,2
Can't Explain,99.0,99,1
Can't Feel My Face,16.170731707317074,1,41
Can't Get Enough,63.3,52,20
Can't Have Everything,89.5,82,2
Can't Have Mine,78.84615384615384,57,13
Can't Help Falling In Love,74.0,74,1
Can't Hold Us,24.0,1,39
Can't Leave Without It,71.5,58,4
Can't Raise A Man,96.28571428571429,94,7
Can't Remember To Forget You,47.73684210526316,15,19
Can't Say,53.5,38,2
Can't Shake You,94.25,83,4
Can't Sleep Love,99.0,99,1
Can't Stop Dancin',93.66666666666667,88,3
Can't Stop The Feeling!,18.75,1,52
Can't Take A Joke,56.0,18,4
Canceled,81.0,81,1
Cancer,91.0,91,1
Candles,71.0,71,1
Candy,92.16666666666667,86,6
Candy Paint,71.6,34,20
Cannibal,77.0,77,1
Cannonball,75.0,75,1
Capsize,86.6,78,10
Captain Hook,88.5,74,4
Caramelo,87.1,76,10
Cardigan,52.6,1,15
Careful,85.0,85,1
Careless Whisper,33.0,33,1
Carnival,33.0,1,18
Carolina,63.6,36,20
Caroline,29.535714285714285,11,28
Carousel,52.5,24,2
Carry On,46.333333333333336,20,21
Carry Out,24.47826086956522,11,23
Cars Bring Me Out,52.0,52,1
Carter Son,77.0,62,2
Cash In Cash Out,79.42857142857143,26,7
Cash Me Outside (#CashMeOutside),85.33333333333333,72,3
Cash Shit,55.85,36,20
Cashin' Out,47.8,36,20
Casper,99.0,99,1
Cassandra,63.0,44,2
Castaway,98.0,96,2
Castle On The Hill,40.96969696969697,6,33
Castles Crumbling (Taylor's Version) (From The Vault),31.0,31,1
Casual,75.5,59,16
Cat Daddy,97.0,97,1
Catch,71.70588235294117,29,17
Catch My Breath,40.166666666666664,19,24
Caught Their Eyes,63.0,63,1
Cecilia And The Satellite,98.0,96,3
Ceilings,75.76923076923077,54,13
Celebrate,52.0,52,1
Celebration,89.16666666666667,81,12
Celebration Station,34.0,34,1
Centuries,28.441176470588236,10,34
Ch y La Pizza,78.77777777777777,68,9
Chained To The Rhythm,36.93333333333333,4,15
Chains,32.95,13,20
Chainsaw,90.33333333333333,86,9
Champagne Life,84.75,75,8
Champagne Night,74.71428571428571,33,14
Champagne Poetry,48.42857142857143,4,7
Champagne Problems,49.0,21,2
Champion,86.0,86,1
Champions,82.66666666666667,71,3
Championships,70.0,70,1
Chandelier,26.97826086956522,8,46
Chanel,69.9090909090909,55,11
Chanel (Go Get It),85.75,78,4
Change,52.0,21,2
Change Lanes,68.0,68,1
Change Locations,88.0,82,3
Change Me,85.0,59,5
Change My Mind,92.0,92,1
Change Your Life,80.0,80,1
Changed,91.5,73,8
Changed It,71.0,71,1
Changes,58.25,18,20
Chantaje,73.94444444444444,51,18
Chaotic,80.0,80,1
Charged Up,78.0,78,1
Chasin' You,42.388888888888886,16,36
Chasing After You,53.7,23,30
Chasing The Sun,69.0,50,16
Cheap Thrills,27.596153846153847,1,52
Check,100.0,100,1
Check It Out,54.13333333333333,24,15
Checkmate,76.0,55,2
Cheerleader,20.6,1,35
Cheers (Drink To That),36.388888888888886,7,18
Chemical,32.6,13,20
Cherry,84.0,84,1
Chevrolet,77.05882352941177,50,17
Cheyenne,80.42857142857143,66,7
Chicago Freestyle,61.916666666666664,14,12
Chicken Noodle Soup,81.0,81,1
Chicken Tendies,88.0,88,1
Chickens,26.0,26,1
Chihiro,65.6842105263158,16,19
Children,74.0,74,1
Childs Play,74.64285714285714,49,14
Chill Bae,48.0,48,1
Chill Bill,46.73076923076923,29,26
Chillin' It,56.05,28,20
Chillin' Like A Villain,95.0,95,1
China,65.38888888888889,43,18
Chinese Food,29.0,29,1
Chk Chk Boom,49.0,49,1
Chloe (You're The One I Want),95.0,93,3
Chloe Or Sam Or Sophia Or Marcus,68.33333333333333,36,3
Chocolate,90.16666666666667,80,6
Chosen,64.71428571428571,51,21
Christmas (Baby Please Come Home),25.272727272727273,15,22
Christmas Isn't Canceled (Just You),86.0,79,2
Christmas Lights,47.666666666666664,25,3
Christmas Tree,79.0,79,1
Christmas Tree Farm,59.0,59,1
Christmas Tree Farm (Old Timey Version),73.6,62,5
Christmastime Is Here,44.5,39,4
Chrome Heart Tags,45.0,45,1
Chun-Li,51.6875,10,16
Church Bells,64.52941176470588,43,17
Church Girl,62.0,22,3
Churchill Downs,50.5,23,2
Cigarettes,73.6,43,5
Cinderella,53.5,6,8
Cinderella Story,95.0,95,1
Cinema,48.5,22,2
Circadian Rhythm,73.25,59,4
Circle The Drain,58.0,58,1
Circles,10.761904761904763,1,63
Circles Around This Town,76.28,52,25
Circo Loco,63.23076923076923,8,13
Circus,54.0,54,1
Circus Maximus,36.0,36,1
City Of Gods,80.3,46,10
Clara Bow,56.5,21,4
Clarity,31.757575757575758,8,33
Classic,41.370370370370374,14,27
Classic Man,42.95238095238095,22,21
Classy 101,99.0,99,1
Claustrophobic,58.0,24,2
Clean (Taylor's Version),63.0,30,2
Clear Da Air,100.0,100,1
Climax,37.65,17,20
Climb Every Mountain,72.0,72,1
Clique,23.681818181818183,12,22
Close,34.857142857142854,14,21
Close Friends,62.303030303030305,28,33
Close To Me,42.68,24,25
Close To You,81.73333333333333,49,15
Close Your Eyes,82.0625,69,16
Closed On Sunday,50.5,17,2
Closer,26.258064516129032,1,62
Closer To The Edge,99.0,99,1
Closure,71.0,60,2
Clouds,66.0,26,4
Clout,53.8,39,20
Club Can't Handle Me,27.275862068965516,9,29
Club Paradise,85.0,85,1
Clueless,79.0,79,1
CoCo,40.1,20,20
Coal,87.36363636363636,73,11
Cobra,47.5,32,2
Coco Chanel,90.0,87,2
Codeine Dreaming,72.61538461538461,52,13
Coffee,87.33333333333333,78,3
Coffee Bean,68.0,68,1
Coincidence,67.28571428571429,26,7
Cold,38.3,16,20
Cold As You,59.8,32,20
Cold Beer Calling My Name,59.68421052631579,26,19
Cold December,70.16666666666667,38,6
Cold Heart (PNAU Remix),25.403846153846153,7,52
Cold One,92.16666666666667,88,6
Cold Water,15.777777777777779,2,27
Cold Wind Blows,71.0,71,1
Colder Weather,51.0,29,20
Collage,76.0,76,1
Collard Greens,95.375,92,8
Colombia; Mi Encanto,100.0,100,1
Come & Get It,18.227272727272727,6,22
Come & Go,23.05,2,20
Come And See Me,73.66666666666667,55,24
Come Around Me,86.0,86,1
Come Away To The Water,83.0,83,1
Come Back As A Country Boy,90.53846153846153,81,13
Come Back Song,62.15,37,20
Come Back To Earth,91.0,91,1
Come Back...Be Here (Taylor's Version),87.0,87,1
Come Get Her,76.10526315789474,56,19
Come Get It Bae,71.4,23,15
Come Home,82.0,82,1
Come Join The Murder,93.0,93,1
Come Out And Play,69.0,69,1
Come Over,42.4,23,20
Come See Me,60.666666666666664,19,6
Come This Way,83.0,83,1
Come Through,83.77777777777777,64,18
Come Thru,82.9,42,20
Come To Life,77.0,77,1
Come Wake Me Up,68.4,52,20
Come With Me Now,51.95238095238095,31,21
Comfortable,68.86666666666666,54,15
Comin Out Strong,75.0,48,3
Coming Home,34.903225806451616,11,31
Commas,68.85,55,20
Commercial,45.5,23,2
Common Ground,96.0,96,1
Company,71.0,53,12
Compass,65.45,46,20
Complete Mess,87.0,85,3
Complicated,63.0,63,1
Computer Murderers,61.0,61,1
Con Calma,47.6,22,25
Conceited,76.5,58,2
Coney Island,63.0,63,1
Confession,70.9,53,20
Confessions Of A Dangerous Mind,78.0,78,1
Confident,44.17391304347826,21,23
Congratulations,30.22,8,50
Conqueror,64.0,42,2
Conscience,93.0,93,1
Consequences,73.66666666666667,51,12
Consider Me Gone,72.0,54,7
Constant Bulls**t,49.0,49,1
Constant Craving,89.0,89,1
Contigo,83.25,61,4
Contra,60.0,60,1
Controlla,27.03846153846154,16,26
Conversations,60.666666666666664,7,6
Conversations In The Dark,86.0,86,1
Cool,64.29411764705883,27,17
Cool Again,60.65,29,20
Cool For The Summer,30.2,11,20
Cool Girl,94.0,84,5
Cool Kids,33.65217391304348,13,23
Cool With You,93.0,93,1
Cooler Than A Bitch,70.33333333333333,41,3
Cooler Than Me,22.413793103448278,6,29
Cooped Up,54.266666666666666,12,15
Cop Car,55.666666666666664,41,18
Cop Shot The Kid,96.0,96,1
Corazon,93.55555555555556,87,9
Corazon de Piedra,80.25,73,4
Cornelia Street,57.0,57,1
Corso,55.0,55,1
Cost Of Livin',93.625,86,8
Cost To Be Alive,57.0,57,1
Costa Rica,75.0,75,1
Cough Syrup,89.0,65,4
Could It Be,95.5,94,2
Could've Been,76.0,76,1
Count Me Out,49.0,20,2
Countdown,82.4,71,15
Counting Stars,26.308823529411764,2,68
Country Again,69.55,42,20
Country Boy,93.5,87,2
Country Girl (Shake It For Me),34.7,22,20
Country Must Be Country Wide,69.47619047619048,50,21
Country Nation,94.0,94,2
Country On,87.05882352941177,72,17
Country Song,82.16666666666667,72,18
Country Strong,84.0,81,2
Cover Me Up,80.1,52,10
Cowboy Casanova,44.666666666666664,29,6
Cowboy Like Me,71.0,71,1
Cowboys And Angels,66.0909090909091,40,22
Cowboys Cry Too,75.0,50,3
Cowgirl,87.0,87,1
Cowgirls,40.770833333333336,12,48
Cozy,61.5,30,2
Cozy Little Christmas,60.5,53,2
Cranes In The Sky,86.5,74,2
Crash And Burn,55.3,36,20
Crash My Party,35.142857142857146,18,21
Craving You,60.75,39,20
Crawl,74.6,53,5
Crawling Back To You,86.1,41,10
Crazy,77.2,48,5
Crazy Beautiful Life,93.0,93,1
Crazy Girl,60.638888888888886,30,36
Crazy Kids,58.07692307692308,40,13
Crazy Story 2.0,81.0,81,1
Crazy Town,70.52941176470588,51,17
Creature,57.0,57,1
Creek Will Rise,93.0,89,2
Creepin',32.19402985074627,3,67
Crew,59.476190476190474,45,21
Crew Love,88.4,80,20
Criminal,78.77777777777777,55,9
Criminals,100.0,100,1
Crocodile Tearz,54.5,19,2
Crocodile Teeth,100.0,100,1
Crooked Smile,45.9,27,20
Cross Me,45.5,25,10
Cross Roads,76.0,76,1
Cross The Globe,68.0,68,1
Crown,70.5,41,2
Cruel Summer,13.12962962962963,1,54
Cruise,27.12962962962963,4,54
Cruisin' For A Bruisin',89.66666666666667,82,3
Crush A Lot,82.0,82,1
Crush Em,52.0,52,1
Crushed Up,63.2,43,5
Crushin' It,81.6,66,15
Cry,73.8,60,5
Cry Baby,50.3,28,20
Cry No More,81.0,81,1
Cry Pretty,84.83333333333333,48,12
Cry Your Heart Out,44.0,44,1
Cryin' For Me (Wayman's Song),81.22222222222223,73,9
Cryin' Like A Bitch!,87.33333333333333,74,3
Crying In The Club,57.77777777777778,47,9
Crying On A Suitcase,93.33333333333333,88,9
Cuando Me Enamoro,95.4,89,5
Cuban Links,95.33333333333333,92,3
Cuddle My Wrist,71.0,71,1
Cudi Montage,69.0,69,1
Cuff It,32.51428571428571,6,35
Culture,93.0,93,1
Cupid,37.36,17,25
Cups (Pitch Perfect's When I'm Gone),45.09090909090909,6,44
Currents,23.0,23,1
Curtains,97.0,97,1
Curve,76.66666666666667,67,3
Cut Her Off,73.45,49,20
Cut It,53.05,35,20
Cybertruck,56.0,30,2
D.A.R.E.,95.0,95,1
D4L,48.0,19,2
DDU-DU DDU-DU,55.0,55,1
DFMU,91.75,85,4
DHL,98.0,98,1
DJ Got Us Fallin' In Love,15.588235294117647,4,34
DJ Play A Christmas Song,92.0,90,2
DNA,84.25,67,4
DNA.,37.45,4,20
DND,84.0,84,1
DONE.,59.35,43,20
DROP,71.0,71,1
Daddy,91.4,78,5
Daddy Lessons,53.5,41,2
Daechwita,76.0,76,1
Dah Dah DahDah,67.0909090909091,48,11
Daisies,70.85714285714286,40,7
Dakiti,22.107142857142858,5,28
Damage,59.2,44,20
Damaged,91.0,91,1
Dame Tu Cosita,64.88888888888889,36,9
Damn Strait,56.1,32,20
Dance (A$$),28.833333333333332,10,24
Dance Again,56.388888888888886,17,18
Dance For You,86.33333333333333,78,15
Dance Like We're Making Love,100.0,100,1
Dance Monkey,25.22222222222222,4,36
Dance The Night,24.457142857142856,6,35
Dancin' Away With My Heart,61.26315789473684,46,19
Dancin' In The Country,49.95652173913044,23,23
Dancing Crazy,100.0,100,1
Dancing In The Flames,45.7,14,10
Dancing On My Own,93.5,93,2
Dancing Queen,74.0,74,1
Dancing With A Stranger,22.177777777777777,7,45
Dancing With The Devil,77.0,56,2
Danger,75.5,69,2
Danger (Spider),95.0,95,1
Dangerous,71.6829268292683,31,41
Dangerous Woman,18.61904761904762,8,21
Danny Phantom,92.0,92,1
Danny's Song,72.0,66,2
Danza Kuduro,89.4,82,5
Dare (La La La),78.0,53,11
Dark Days,70.0,70,1
Dark Fantasy,60.0,60,1
Dark Horse,20.07017543859649,1,57
Dark Knight Dummo,90.0,72,7
Dark Necessities,83.5,67,2
Dark Queen,91.5,91,2
Dark Red,85.4,78,5
Dark Side,60.8,42,15
Dark Side Of The Moon,26.0,26,1
Dark Times,94.0,91,3
Darkness,59.5,28,2
Darlin' Don't Go,67.0,67,1
Darling; I,34.0,15,4
Darte Un Beso,90.0,78,12
Dat Right There,77.0,77,1
Daughter,37.0,37,1
Dawn FM,65.0,65,1
Dawns,76.2,42,20
Day Drinking,72.55,40,20
Daydreaming,50.5,24,2
Daylight,41.84375,7,64
Days In The East,95.0,95,1
Days Of Gold,90.55555555555556,83,9
Days That End In Why,59.0,57,2
Daywalker!,88.0,88,1
De Museo,94.0,94,1
De Una Vez,92.0,92,1
Dead Right Now,72.0,72,1
Dead Trollz,72.0,72,1
Dear Future Husband,51.583333333333336,14,24
Dear Hate,91.0,91,1
Dear John,54.0,54,1
Dear John (Taylor's Version),26.0,26,1
Dear Reader,71.0,45,2
Death,80.55555555555556,59,9
Death Ain't Easy,93.0,93,1
Death Bed,31.923076923076923,23,26
Death By A Thousand Cuts,67.0,67,1
Death Of A Bachelor,92.0,92,1
Deck The Halls,29.153846153846153,16,13
Dedicate,46.0,14,2
Dedication,95.0,93,2
Dedication To My Ex (Miss That),84.8,79,5
Deep End,97.0,97,1
Deep End Freestyle,87.0,80,2
Deep Pockets,32.0,32,1
Deep Reverence,82.0,82,1
Deep Satin,45.0,45,1
Deeper Well,76.0,76,1
Deja Vu,35.301886792452834,3,53
Dejame Entrar,96.0,96,1
Deli,68.0,41,13
Delicate,34.57142857142857,12,35
Delirious (Boneless),93.0,90,3
Delresto (Echoes),59.0,25,2
Demeanor,86.0,86,1
Demon,81.0,81,1
Demon High,61.0,61,1
Demon Time,94.0,94,1
Demons,42.03076923076923,6,65
Demons And Angels,93.0,90,3
Depression & Obsession,91.0,91,1
Desert Eagle,65.0,65,1
Deserve You,76.0,76,1
Desesperados,95.75,91,8
Desires,56.0,27,2
Despacito,21.92156862745098,1,51
Despecha,75.91666666666667,63,12
Desperate Man,89.26666666666667,68,15
Despues de La Playa,51.95,6,20
Dessert,84.54545454545455,68,11
Determinate,72.0,51,3
Detox,66.75,25,4
Deuces,37.666666666666664,14,27
Devil Don't Know,59.333333333333336,29,3
Devil I've Been,66.0,66,1
Devil Is A Lie,63.46153846153846,32,13
Di Que Si,93.66666666666667,89,3
Dial Drunk,41.166666666666664,25,24
Diamond Rings And Old Barstools,77.88235294117646,55,17
Diamond Teeth Samurai,79.6,59,5
Diamonds,32.395833333333336,1,48
Diamonds Dancing,66.22222222222223,46,9
Diana,43.5,11,2
Dibs,79.17647058823529,58,17
Diced Pineapples,82.25,71,16
Dicked Down In Dallas,70.0,65,2
Did It Again,87.14285714285714,64,7
Did It First,65.6,51,5
Did It For The Girl,82.4375,66,16
Did It On'em,68.8,49,15
Did Shit To Me,95.0,95,1
Didn't You Know How Much I Loved You,98.0,97,2
Die 4 Me,100.0,100,1
Die A Happy Man,38.58064516129032,21,31
Die Alone,92.0,92,1
Die For Me,59.0,20,5
Die For You,26.785714285714285,1,56
Die From A Broken Heart,53.24,22,25
Die Hard,48.6,5,5
Die In Your Arms,54.5,17,2
Die With A Smile,4.0,2,14
Die Young,31.82758620689655,2,29
Died And Came Back,78.0,78,1
Diet Pepsi,73.27272727272727,54,11
Difference (Interlude),84.0,84,1
Difference Is,73.0,73,1
Different 'Round Here,79.0909090909091,60,11
Different For Girls,67.0,42,20
Digital Dash,79.85714285714286,62,7
Digits,93.0,93,1
Dinero,80.0,80,1
Dior,49.714285714285715,22,21
Dip,82.625,63,8
Diplomatic Immunity,48.333333333333336,7,3
Dirt,36.19047619047619,11,21
Dirt Cheap,59.8421052631579,43,19
Dirt On My Boots,53.8,37,20
Dirt Road Anthem,31.296296296296298,7,27
Dirty,79.0,79,1
Dirty Dancer,48.666666666666664,18,12
Dirty Iyanna,67.0,67,1
Dirty Laundry,67.5625,48,16
Dirty Picture,96.0,96,1
Dirty Stick,98.0,98,1
Dis & That,89.0,89,1
Dis-ease,72.0,72,1
Disaster,87.0,87,1
Disco,91.0,91,1
Disease,50.0,27,4
Distraction,67.66666666666667,39,3
Ditto,88.4,82,5
Dive,71.33333333333333,49,3
Dive Bar,90.0,78,5
Dive In,86.41666666666667,77,12
Do I,61.5,50,4
Do I Make You Wanna,75.52631578947368,47,19
Do I Wanna Know?,79.1,70,20
Do It,82.0,52,13
Do It Again,83.5,71,16
Do It Like Me,65.06666666666666,45,15
Do It Like You,92.125,80,8
Do It On The Tip,92.0,92,1
Do It To It,80.41666666666667,65,12
Do Not Disturb,73.0,60,2
Do Re Mi,61.28,40,25
Do The John Wall,88.75,76,8
Do They Know It's Christmas?,92.0,92,1
Do They Know It's Christmas? (2014),63.0,63,1
Do We Have A Problem?,58.84615384615385,2,13
Do What U Want,34.8421052631579,13,19
Do You Mind,63.8,27,20
Do You Remember,28.5,10,14
Do You Wanna Touch Me (Oh Yeah),57.0,57,1
Do You Want To Build A Snowman?,64.77777777777777,51,18
Doctor (Work It Out),74.0,74,1
Does To Me,48.26315789473684,20,19
Dog Days Are Over,63.63636363636363,21,22
Dogtooth,65.25,33,4
Doin' This,53.91304347826087,26,23
Doin' Time,79.5,59,2
Doin' What She Likes,56.705882352941174,35,17
Doja,87.0,87,1
Dolla Sign Slime,47.0,47,1
Dollaz On My Head,80.52631578947368,38,19
Dolly,80.0,80,1
Domino,34.172413793103445,6,29
Don't,35.2,9,70
Don't Believe The Hype,88.0,88,1
Don't Break My Heart,85.0,85,1
Don't Call Me Angel (Charlie's Angels),68.71428571428571,13,7
Don't Call Me Up,78.1,66,10
Don't Check On Me,67.0,67,1
Don't Come Lookin',67.8,50,15
Don't Come Out The House,68.5,38,4
Don't Cry,52.0,5,3
Don't Cry For Me Argentina (Lea Michele Version),97.0,97,1
Don't Drop That Thun Thun!,60.1,35,10
Don't Forget,63.0,63,1
Don't Get Too High,89.0,89,1
